teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie
Air Force,,42,127,-12.5,,45,7,,09nov1985,9,11,1985,1985,38,1,0
Air Force,,42,102,-4.5,44.5,21,15,,05oct1985,5,10,1985,1985,6,1,0
Air Force,,42,93,-13,,37,15,,26oct1985,26,10,1985,1985,22,1,0
Air Force,,42,98,-24,,59,17,,21sep1985,21,9,1985,1985,42,1,0
Air Force,,42,87,-8,,49,7,,14sep1985,14,9,1985,1985,42,1,0
Air Force,,42,89,-23,,35,19,,19oct1985,19,10,1985,1985,16,1,0
Air Force,,42,132,-19.5,,31,10,,02nov1985,2,11,1985,1985,21,1,0
Air Force,,42,33,1.5,,21,28,,16nov1985,16,11,1985,1985,-7,0,0
Air Force,,42,131,,39,24,16,,31dec1985,31,12,1985,1985,,,0
Air Force,,42,63,-18,,49,12,,28sep1985,28,9,1985,1985,37,1,0
Air Force,,42,41,-26,,48,6,,31aug1985,31,8,1985,1985,42,1,0
Air Force,,42,66,-7.5,,24,7,,12oct1985,12,10,1985,1985,17,1,0
Air Force,,42,50,-15.5,,27,20,,23nov1985,23,11,1985,1985,7,1,0
Air Force,,42,66,-5,,40,6,,11oct1986,11,10,1986,1986,34,1,0
Air Force,,42,127,-8.5,,11,21,,08nov1986,8,11,1986,1986,-10,0,0
Air Force,,42,132,-3,,22,10,,25oct1986,25,10,1986,1986,12,1,0
Air Force,,42,87,-12,,17,23,,20sep1986,20,9,1986,1986,-6,0,0
Air Force,,42,102,9.5,39.5,3,31,,18oct1986,18,10,1986,1986,-28,0,0
Air Force,,42,89,-4.5,,24,7,,27sep1986,27,9,1986,1986,17,1,0
Air Force,,42,33,-3.5,37.5,3,23,,06dec1986,6,12,1986,1986,-20,0,0
Air Force,,42,93,-7.5,,45,35,,03oct1986,3,10,1986,1986,10,1,0
Air Force,,42,41,-15,,23,21,,06sep1986,6,9,1986,1986,2,1,0
Air Force,,42,98,-11,,17,21,,22nov1986,22,11,1986,1986,-4,0,0
Air Force,,42,50,-11.5,,24,17,,30aug1986,30,8,1986,1986,7,1,0
Air Force,,42,102,12.5,,14,35,,17oct1987,17,10,1987,1987,-21,0,0
Air Force,,42,132,1,,49,7,,19sep1987,19,9,1987,1987,42,1,0
Air Force,,42,63,-22,,73,26,,14nov1987,14,11,1987,1987,47,1,0
Air Force,,42,41,-6,,35,7,,24oct1987,24,10,1987,1987,28,1,0
Air Force,,42,66,-20.5,,23,13,,10oct1987,10,10,1987,1987,10,1,0
Air Force,,42,93,-11,,48,27,,03oct1987,3,10,1987,1987,21,1,0
Air Force,,42,110,-1,,21,10,,12sep1987,12,9,1987,1987,11,1,0
Air Force,,42,87,5.5,,13,27,,05sep1987,5,9,1987,1987,-14,0,0
Air Force,,42,50,-6.5,45,34,31,,21nov1987,21,11,1987,1987,3,1,0
Air Force,,42,33,1.5,46,13,24,,31oct1987,31,10,1987,1987,-11,0,0
Air Force,,42,112,,45,28,33,,30dec1987,30,12,1987,1987,,,0
Air Force,,42,127,-13.5,,27,10,,07nov1987,7,11,1987,1987,17,1,0
Air Force,,42,89,-13.5,,27,19,,26sep1987,26,9,1987,1987,8,1,0
Air Force,,42,50,3,,14,19,,26nov1988,26,11,1988,1988,-5,0,0
Air Force,,42,89,-8,,29,23,,03sep1988,3,9,1988,1988,6,1,0
Air Force,,42,33,5,,31,49,,12nov1988,12,11,1988,1988,-18,0,0
Air Force,,42,87,1.5,,45,48,,24sep1988,24,9,1988,1988,-3,0,0
Air Force,,42,127,-1,,15,28,,05nov1988,5,11,1988,1988,-13,0,0
Air Force,,42,132,-8.5,47,36,39,,10sep1988,10,9,1988,1988,-3,0,0
Air Force,,42,41,6.5,,24,31,,19nov1988,19,11,1988,1988,-7,0,0
Air Force,,42,102,-20,,13,41,,22oct1988,22,10,1988,1988,-28,0,0
Air Force,,42,66,-20,,34,24,,08oct1988,8,10,1988,1988,10,1,0
Air Force,,42,63,-37,,63,14,,01oct1988,1,10,1988,1988,49,1,0
Air Force,,42,93,-12,,56,49,,15oct1988,15,10,1988,1988,7,1,0
Air Force,,42,94,-16,,62,27,,17sep1988,17,9,1988,1988,35,1,0
Air Force,,42,77,,52,29,42,,28dec1989,28,12,1989,1989,,,0
Air Force,,42,127,-8.5,,29,3,,04nov1989,4,11,1989,1989,26,1,0
Air Force,,42,132,-11.5,,52,36,,02sep1989,2,9,1989,1989,16,1,0
Air Force,,42,50,,56.5,35,35,,09dec1989,9,12,1989,1989,,,0
Air Force,,42,87,-3,,45,7,,09sep1989,9,9,1989,1989,38,1,0
Air Force,,42,66,-14,,35,7,,07oct1989,7,10,1989,1989,28,1,0
Air Force,,42,33,2.5,,35,44,,11nov1989,11,11,1989,1989,-9,0,0
Air Force,,42,41,-20.5,,43,26,,23sep1989,23,9,1989,1989,17,1,0
Air Force,,42,93,-21,,42,38,,25nov1989,25,11,1989,1989,4,1,0
Air Force,,42,89,-8.5,,46,21,,30sep1989,30,9,1989,1989,25,1,0
Air Force,,42,110,-11,,9,27,,21oct1989,21,10,1989,1989,-18,0,0
Air Force,,42,94,-13.5,,48,31,,16sep1989,16,9,1989,1989,17,1,0
Air Force,,42,102,12.5,50,27,41,,14oct1989,14,10,1989,1989,-14,0,0
Air Force,,42,89,-3,,33,35,,01sep1990,1,9,1990,1990,-2,0,0
Air Force,,42,93,-8.5,44.5,52,21,,27oct1990,27,10,1990,1990,31,1,0
Air Force,,42,50,2,53,27,3,,08sep1990,8,9,1990,1990,24,1,0
Air Force,,42,132,4,,18,48,,29sep1990,29,9,1990,1990,-30,0,0
Air Force,,42,87,8.5,55,12,24,,22sep1990,22,9,1990,1990,-12,0,0
Air Force,,42,127,3,,15,3,,10nov1990,10,11,1990,1990,12,1,0
Air Force,,42,105,,48.5,23,11,,27dec1990,27,12,1990,1990,,,0
Air Force,,42,66,-10,41.5,24,7,,06oct1990,6,10,1990,1990,17,1,0
Air Force,,42,41,-8,,14,13,,17nov1990,17,11,1990,1990,1,1,0
Air Force,,42,102,28.5,,27,57,,13oct1990,13,10,1990,1990,-30,0,0
Air Force,,42,33,17.5,63,7,54,,03nov1990,3,11,1990,1990,-47,0,0
Air Force,,42,76,,43.5,38,15,,29dec1991,29,12,1991,1991,,,0
Air Force,,42,87,-4,,51,28,,05oct1991,5,10,1991,1991,23,1,0
Air Force,,42,93,-5.5,,24,21,,14sep1991,14,9,1991,1991,3,1,0
Air Force,,42,127,-14.5,,25,0,,09nov1991,9,11,1991,1991,25,1,0
Air Force,,42,50,-4,,24,20,,23nov1991,23,11,1991,1991,4,1,0
Air Force,,42,102,19.5,59,15,28,,19oct1991,19,10,1991,1991,-13,0,0
Air Force,,42,66,-14,,46,6,,12oct1991,12,10,1991,1991,40,1,0
Air Force,,42,89,5.5,56,31,26,,07sep1991,7,9,1991,1991,5,1,0
Air Force,,42,63,-21,,32,34,,02nov1991,2,11,1991,1991,-2,0,0
Air Force,,42,132,-2,64.5,21,20,,21sep1991,21,9,1991,1991,1,1,0
Air Force,,42,41,-14.5,51,20,13,,26oct1991,26,10,1991,1991,7,1,0
Air Force,,42,33,10,58,7,21,,28sep1991,28,9,1991,1991,-14,0,0
Air Force,,42,98,-6,,30,21,,05sep1992,5,9,1992,1992,9,1,0
Air Force,,42,66,-22,,18,16,,10oct1992,10,10,1992,1992,2,1,0
Air Force,,42,89,-4,,28,32,,17oct1992,17,10,1992,1992,-4,0,0
Air Force,,42,77,,35,0,13,,31dec1992,31,12,1992,1992,,,0
Air Force,,42,41,-5.5,,28,22,,03oct1992,3,10,1992,1992,6,1,0
Air Force,,42,50,-8,,3,6,,12sep1992,12,9,1992,1992,-3,0,0
Air Force,,42,132,13,62.5,20,17,,24oct1992,24,10,1992,1992,3,1,0
Air Force,,42,33,10.5,48.5,7,28,,14nov1992,14,11,1992,1992,-21,0,0
Air Force,,42,93,-3.5,,13,20,,31oct1992,31,10,1992,1992,-7,0,0
Air Force,,42,63,-18,,33,32,,26sep1992,26,9,1992,1992,1,1,0
Air Force,,42,127,-6.5,,7,3,,07nov1992,7,11,1992,1992,4,1,0
Air Force,,42,87,-1.5,,42,28,,19sep1992,19,9,1992,1992,14,1,0
Air Force,,42,33,15,50.5,3,30,,25sep1993,25,9,1993,1993,-27,0,0
Air Force,,42,87,1.5,,18,31,,02oct1993,2,10,1993,1993,-13,0,0
Air Force,,42,132,4,,31,38,,18sep1993,18,9,1993,1993,-7,0,0
Air Force,,42,109,17.5,,20,33,,16oct1993,16,10,1993,1993,-13,0,0
Air Force,,42,50,7.5,,17,45,,20nov1993,20,11,1993,1993,-28,0,0
Air Force,,42,89,-2,,5,8,,11sep1993,11,9,1993,1993,-3,0,0
Air Force,,42,127,-8,40,25,6,,06nov1993,6,11,1993,1993,19,1,0
Air Force,,42,41,-9.5,,31,10,,30oct1993,30,10,1993,1993,21,1,0
Air Force,,42,93,6,54,24,41,,13nov1993,13,11,1993,1993,-17,0,0
Air Force,,42,66,-2,,24,28,,09oct1993,9,10,1993,1993,-4,0,0
Air Force,,42,33,15,,21,45,,10sep1994,10,9,1994,1994,-24,0,0
Air Force,,42,89,6,,21,34,,03sep1994,3,9,1994,1994,-13,0,0
Air Force,,42,50,-4.5,50.5,37,24,,03dec1994,3,12,1994,1994,13,1,0
Air Force,,42,66,-23,,43,21,,08oct1994,8,10,1994,1994,22,1,0
Air Force,,42,109,3.5,54,42,7,,22oct1994,22,10,1994,1994,35,1,0
Air Force,,42,102,15,49.5,30,42,,19nov1994,19,11,1994,1994,-12,0,0
Air Force,,42,132,9.5,,36,35,,01oct1994,1,10,1994,1994,1,1,0
Air Force,,42,127,-13.5,,10,6,,05nov1994,5,11,1994,1994,4,1,0
Air Force,,42,87,3,,34,17,,29oct1994,29,10,1994,1994,17,1,0
Air Force,,42,41,-7,,47,7,,24sep1994,24,9,1994,1994,40,1,0
Air Force,,42,94,2,,10,14,,17sep1994,17,9,1994,1994,-4,0,0
Air Force,,42,93,7.5,48.5,40,33,,12nov1994,12,11,1994,1994,7,1,0
Air Force,,42,87,-8,53,34,10,,09sep1995,9,9,1995,1995,24,1,0
Air Force,,42,94,-3,48,6,30,,23sep1995,23,9,1995,1995,-24,0,0
Air Force,,42,50,-11.5,52,45,28,,25nov1995,25,11,1995,1995,17,1,0
Air Force,,42,66,-8,,30,20,,14oct1995,14,10,1995,1995,10,1,0
Air Force,,42,102,6,51,14,44,,18nov1995,18,11,1995,1995,-30,0,0
Air Force,,42,64,,49,41,55,,27dec1995,27,12,1995,1995,,,0
Air Force,,42,89,-6.5,48,20,27,,16sep1995,16,9,1995,1995,-7,0,0
Air Force,,42,63,-5.5,,27,24,,30sep1995,30,9,1995,1995,3,1,0
Air Force,,42,93,1,,21,22,,21oct1995,21,10,1995,1995,-1,0,0
Air Force,,42,41,-25,,56,46,,07oct1995,7,10,1995,1995,10,1,0
Air Force,,42,109,3.5,,31,20,,28oct1995,28,10,1995,1995,11,1,0
Air Force,,42,33,4,54,38,12,,02sep1995,2,9,1995,1995,26,1,0
Air Force,,42,127,-7.5,45,38,20,,11nov1995,11,11,1995,1995,18,1,0
Air Force,,42,98,-16.5,,45,17,,28sep1996,28,9,1996,1996,28,1,0
Air Force,,42,87,2,,19,22,,21sep1996,21,9,1996,1996,-3,0,0
Air Force,,42,127,-3,48,7,23,,09nov1996,9,11,1996,1996,-16,0,0
Air Force,,42,43,-22,,45,0,,31aug1996,31,8,1996,1996,45,1,0
Air Force,,42,66,-12,,17,20,,12oct1996,12,10,1996,1996,-3,0,0
Air Force,,42,102,21.5,,20,17,,19oct1996,19,10,1996,1996,3,1,0
Air Force,,42,108,-30,,65,17,,07sep1996,7,9,1996,1996,48,1,0
Air Force,,42,109,-9.5,,44,38,,16nov1996,16,11,1996,1996,6,1,0
Air Force,,42,89,-11,50,41,42,,02nov1996,2,11,1996,1996,-1,0,0
Air Force,,42,50,-35,,34,7,,26oct1996,26,10,1996,1996,27,1,0
Air Force,,42,132,0,63,23,28,,28nov1996,28,11,1996,1996,-5,0,0
Air Force,,42,66,-1.5,,10,7,,11oct1997,11,10,1997,1997,3,1,0
Air Force,,42,109,-12,,17,20,,18oct1997,18,10,1997,1997,-3,0,0
Air Force,,42,50,-11,,34,27,,01nov1997,1,11,1997,1997,7,1,0
Air Force,,42,80,-17,,14,10,,30aug1997,30,8,1997,1997,4,1,0
Air Force,,42,39,,,13,41,,20dec1997,20,12,1997,1997,,,0
Air Force,,42,The Citadel,,,17,3,,04oct1997,4,10,1997,1997,14,1,0
Air Force,,42,43,-16,,22,25,,25oct1997,25,10,1997,1997,-3,0,0
Air Force,,42,89,10.5,52,24,0,,20sep1997,20,9,1997,1997,24,1,0
Air Force,,42,127,-14,,24,0,,08nov1997,8,11,1997,1997,24,1,0
Air Force,,42,108,,,25,24,,13sep1997,13,9,1997,1997,1,1,0
Air Force,,42,132,-6,54,24,18,,27sep1997,27,9,1997,1997,6,1,0
Air Force,,42,98,6.5,,41,12,,06sep1997,6,9,1997,1997,29,1,0
Air Force,,42,87,1,,14,3,,15nov1997,15,11,1997,1997,11,1,0
Air Force,,42,97,-11,,42,21,,24oct1998,24,10,1998,1998,21,1,0
Air Force,,42,138,-1,44.5,42,0,,05sep1998,5,9,1998,1998,42,1,0
Air Force,,42,33,,,20,13,,05dec1998,5,12,1998,1998,,,0
Air Force,,42,110,-8.5,,34,35,,26sep1998,26,9,1998,1998,-1,0,0
Air Force,,42,108,,,52,10,,12sep1998,12,9,1998,1998,42,1,0
Air Force,,42,54,,50.5,25,45,,25dec1998,25,12,1998,1998,,,0
Air Force,,42,87,-6,,10,3,,14nov1998,14,11,1998,1998,7,1,0
Air Force,,42,63,-16.5,,56,14,,03oct1998,3,10,1998,1998,42,1,0
Air Force,,42,89,-2,44,30,27,,17sep1998,17,9,1998,1998,3,1,0
Air Force,,42,66,-16,,49,7,,10oct1998,10,10,1998,1998,42,1,0
Air Force,,42,73,-20,,31,7,,31oct1998,31,10,1998,1998,24,1,0
Air Force,,42,98,-21.5,,22,16,,21nov1998,21,11,1998,1998,6,1,0
Air Force,,42,127,-13,,35,7,,07nov1998,7,11,1998,1998,28,1,0
Air Force,,42,33,8.5,49,20,27,,30oct1999,30,10,1999,1999,-7,0,0
Air Force,,42,87,-8,,7,10,,25sep1999,25,9,1999,1999,-3,0,0
Air Force,,42,66,-10,,19,14,,09oct1999,9,10,1999,1999,5,1,0
Air Force,,42,93,-3.5,43,15,21,,16oct1999,16,10,1999,1999,-6,0,0
Air Force,,42,127,-15.5,,28,0,,06nov1999,6,11,1999,1999,28,1,0
Air Force,,42,Villanova,,,37,13,,04sep1999,4,9,1999,1999,24,1,0
Air Force,,42,63,-10.5,46,28,33,,27nov1999,27,11,1999,1999,-5,0,0
Air Force,,42,108,,,35,16,,13nov1999,13,11,1999,1999,19,1,0
Air Force,,42,89,2,42.5,21,41,,18nov1999,18,11,1999,1999,-20,0,0
Air Force,,42,132,-2,46,23,22,,02oct1999,2,10,1999,1999,1,1,0
Air Force,,42,54,4,53.5,31,21,,18sep1999,18,9,1999,1999,10,1,0
Air Force,,42,87,-16,,51,34,,14oct2000,14,10,2000,2000,17,1,0
Air Force,,42,33,2,,31,23,,09sep2000,9,9,2000,2000,8,1,0
Air Force,,42,93,2,48,23,14,,23sep2000,23,9,2000,2000,9,1,0
Air Force,,42,63,-11.5,,23,29,,21oct2000,21,10,2000,2000,-6,0,0
Air Force,,42,127,-7,,41,27,,04nov2000,4,11,2000,2000,14,1,0
Air Force,,42,132,-9.5,,45,24,,18nov2000,18,11,2000,2000,21,1,0
Air Force,,42,89,3,47.5,44,40,,11nov2000,11,11,2000,2000,4,1,0
Air Force,,42,102,13.5,50,31,34,,28oct2000,28,10,2000,2000,-3,0,0
Air Force,,42,66,-16.5,,27,13,,07oct2000,7,10,2000,2000,14,1,0
Air Force,,42,Cal State - Northridge,,,55,6,,01sep2000,1,9,2000,2000,49,1,0
Air Force,,42,108,,,13,34,,30sep2000,30,9,2000,2000,-21,0,0
Air Force,,42,109,,53,37,34,,31dec2000,31,12,2000,2000,,,0
Air Force,,42,87,-13,,24,13,,13oct2001,13,10,2001,2001,11,1,0
Air Force,,42,Tennessee Tech,,,42,0,,08sep2001,8,9,2001,2001,42,1,0
Air Force,,42,127,-13,,34,24,,03nov2001,3,11,2001,2001,10,1,0
Air Force,,42,66,-14,,24,18,,06oct2001,6,10,2001,2001,6,1,0
Air Force,,42,33,12.5,60.5,33,63,,20oct2001,20,10,2001,2001,-30,0,0
Air Force,,42,50,12,63.5,30,52,,24nov2001,24,11,2001,2001,-22,0,0
Air Force,,42,139,17,48.5,3,44,,01sep2001,1,9,2001,2001,-41,0,0
Air Force,,42,108,-2.5,54.5,10,34,,17nov2001,17,11,2001,2001,-24,0,0
Air Force,,42,132,5.5,42,45,21,,29sep2001,29,9,2001,2001,24,1,0
Air Force,,42,93,17,53,38,37,,01dec2001,1,12,2001,2001,1,1,0
Air Force,,42,89,8.5,57,21,28,,08nov2001,8,11,2001,2001,-7,0,0
Air Force,,42,63,2.5,,33,52,,27oct2001,27,10,2001,2001,-19,0,0
Air Force,,42,132,-16,53,34,38,,23nov2002,23,11,2002,2002,-4,0,0
Air Force,,42,108,-6,53,49,32,,16nov2002,16,11,2002,2002,17,1,0
Air Force,,42,102,-2.5,44,14,21,,19oct2002,19,10,2002,2002,-7,0,0
Air Force,,42,89,1,54.5,12,31,,31oct2002,31,10,2002,2002,-19,0,0
Air Force,,42,63,-6.5,52.5,38,31,,07sep2002,7,9,2002,2002,7,1,0
Air Force,,42,93,8,44.5,30,26,,28sep2002,28,9,2002,2002,4,1,0
Air Force,,42,66,-22.5,57,48,7,,05oct2002,5,10,2002,2002,41,1,0
Air Force,,42,94,0,58,52,3,,31aug2002,31,8,2002,2002,49,1,0
Air Force,,42,33,-5.5,62.5,52,9,,12oct2002,12,10,2002,2002,43,1,0
Air Force,,42,44,9.5,61,23,21,,21sep2002,21,9,2002,2002,2,1,0
Air Force,,42,87,-18,59,26,34,,26oct2002,26,10,2002,2002,-8,0,0
Air Force,,42,45,,57.5,13,20,,31dec2002,31,12,2002,2002,,,0
Air Force,,42,127,-18,57.5,49,30,,09nov2002,9,11,2002,2002,19,1,0
Air Force,,42,99,-10,45.5,34,21,,13sep2003,13,9,2003,2003,13,1,0
Air Force,,42,Wofford,,,49,0,,30aug2003,30,8,2003,2003,49,1,0
Air Force,,42,108,-6.5,49,24,7,,11oct2003,11,10,2003,2003,17,1,0
Air Force,,42,127,-28.5,55,31,3,,08nov2003,8,11,2003,2003,28,1,0
Air Force,,42,87,-21,,35,29,,20sep2003,20,9,2003,2003,6,1,0
Air Force,,42,93,-3.5,47.5,43,45,,01nov2003,1,11,2003,2003,-2,0,0
Air Force,,42,89,6,53,20,30,,16oct2003,16,10,2003,2003,-10,0,0
Air Force,,42,94,-7.5,62,22,21,,06sep2003,6,9,2003,2003,1,1,0
Air Force,,42,33,-1.5,49.5,24,10,,27sep2003,27,9,2003,2003,14,1,0
Air Force,,42,132,-4.5,42,3,24,,22nov2003,22,11,2003,2003,-21,0,0
Air Force,,42,63,4.5,51.5,12,24,,15nov2003,15,11,2003,2003,-12,0,0
Air Force,,42,66,-13.5,51,25,28,,04oct2003,4,10,2003,2003,-3,0,0
Air Force,,42,108,7,45,27,10,,18sep2004,18,9,2004,2004,17,1,0
Air Force,,42,33,-1,48,24,41,,23oct2004,23,10,2004,2004,-17,0,0
Air Force,,42,66,-1.5,52.5,21,24,,30sep2004,30,9,2004,2004,-3,0,0
Air Force,,42,89,1.5,55.5,47,17,,20nov2004,20,11,2004,2004,30,1,0
Air Force,,42,132,-5.5,50.5,31,37,,13nov2004,13,11,2004,2004,-6,0,0
Air Force,,42,63,-3,45,28,23,,09oct2004,9,10,2004,2004,5,1,0
Air Force,,42,44,14,53,14,56,,04sep2004,4,9,2004,2004,-42,0,0
Air Force,,42,93,22,53,35,49,,25sep2004,25,9,2004,2004,-14,0,0
Air Force,,42,127,-3.5,62,31,22,,06nov2004,6,11,2004,2004,9,1,0
Air Force,,42,87,1.5,53.5,26,43,,30oct2004,30,10,2004,2004,-17,0,0
Air Force,,42,Eastern Washington,22,,42,20,,11sep2004,11,9,2004,2004,22,1,0
Air Force,,42,63,9.5,60,42,24,,19nov2005,19,11,2005,2005,18,1,0
Air Force,,42,110,-1,56.5,10,48,,22oct2005,22,10,2005,2005,-38,0,0
Air Force,,42,127,-12.5,54.5,24,27,,05nov2005,5,11,2005,2005,-3,0,0
Air Force,,42,89,3.5,62,23,41,,29sep2005,29,9,2005,2005,-18,0,0
Air Force,,42,93,7,55.5,35,38,,22sep2005,22,9,2005,2005,-3,0,0
Air Force,,42,66,-2,53.5,24,27,,08oct2005,8,10,2005,2005,-3,0,0
Air Force,,42,54,3.5,52,20,17,,03sep2005,3,9,2005,2005,3,1,0
Air Force,,42,33,7,56.5,41,62,,29oct2005,29,10,2005,2005,-21,0,0
Air Force,,42,108,-13.5,52,42,7,,15oct2005,15,10,2005,2005,35,1,0
Air Force,,42,87,-2.5,54.5,28,29,,17sep2005,17,9,2005,2005,-1,0,0
Air Force,,42,132,-7.5,54,41,29,,10sep2005,10,9,2005,2005,12,1,0
Air Force,,42,110,17,50.5,14,38,,02dec2006,2,12,2006,2006,-24,0,0
Air Force,,42,89,-6.5,46,24,21,,12oct2006,12,10,2006,2006,3,1,0
Air Force,,42,87,1,47,31,24,,23sep2006,23,9,2006,2006,7,1,0
Air Force,,42,132,-10,45.5,12,19,,21oct2006,21,10,2006,2006,-7,0,0
Air Force,,42,33,9.5,57,14,33,,28oct2006,28,10,2006,2006,-19,0,0
Air Force,,42,114,20,48,30,31,,09sep2006,9,9,2006,2006,-1,0,0
Air Force,,42,102,10,54,17,39,,11nov2006,11,11,2006,2006,-22,0,0
Air Force,,42,93,-1,50,14,17,,18nov2006,18,11,2006,2006,-3,0,0
Air Force,,42,127,-5,48,43,7,,03nov2006,3,11,2006,2006,36,1,0
Air Force,,42,108,-10,46,39,42,,24nov2006,24,11,2006,2006,-3,0,0
Air Force,,42,66,-2.5,48.5,17,24,,07oct2006,7,10,2006,2006,-7,0,0
Air Force,,42,63,-14,51,24,7,,30sep2006,30,9,2006,2006,17,1,0
Air Force,,42,44,,57.5,36,42,,31dec2007,31,12,2007,2007,,,0
Air Force,,42,102,-4,45.5,41,24,,10nov2007,10,11,2007,2007,17,1,0
Air Force,,42,110,8.5,42.5,20,17,,13sep2007,13,9,2007,2007,3,1,0
Air Force,,42,108,-5.5,44,31,14,,06oct2007,6,10,2007,2007,17,1,0
Air Force,,42,132,-13,53,55,23,,17nov2007,17,11,2007,2007,32,1,0
Air Force,,42,93,7,46.5,20,12,,08sep2007,8,9,2007,2007,8,1,0
Air Force,,42,33,14,53.5,6,31,,22sep2007,22,9,2007,2007,-25,0,0
Air Force,,42,63,6.5,47,31,34,,25oct2007,25,10,2007,2007,-3,0,0
Air Force,,42,89,3,47.5,45,21,,13oct2007,13,10,2007,2007,24,1,0
Air Force,,42,87,-2.5,46,20,12,,20oct2007,20,10,2007,2007,8,1,0
Air Force,,42,South Carolina State,,,34,3,,01sep2007,1,9,2007,2007,31,1,0
Air Force,,42,127,-17,45,30,10,,03nov2007,3,11,2007,2007,20,1,0
Air Force,,42,66,2.5,56,20,31,,29sep2007,29,9,2007,2007,-11,0,0
Air Force,,42,110,20.5,42,10,44,,22nov2008,22,11,2008,2008,-34,0,0
Air Force,,42,96,,66,28,34,,31dec2008,31,12,2008,2008,,,0
Air Force,,42,96,2.5,51.5,31,28,,13sep2008,13,9,2008,2008,3,1,0
Air Force,,42,127,-7.5,40.5,16,7,,01nov2008,1,11,2008,2008,9,1,0
Air Force,,42,66,-4.5,51.5,27,33,,04oct2008,4,10,2008,2008,-6,0,0
Air Force,,42,108,-3.5,52.5,29,28,,18oct2008,18,10,2008,2008,1,1,0
Air Force,,42,87,2.5,42.5,23,3,,06sep2008,6,9,2008,2008,20,1,0
Air Force,,42,Southern Utah,,,41,7,,30aug2008,30,8,2008,2008,34,1,0
Air Force,,42,89,-9.5,51.5,38,17,,08nov2008,8,11,2008,2008,21,1,0
Air Force,,42,63,-4,44.5,23,10,,23oct2008,23,10,2008,2008,13,1,0
Air Force,,42,93,9.5,50.5,23,30,,20sep2008,20,9,2008,2008,-7,0,0
Air Force,,42,132,-10.5,48.5,35,10,,11oct2008,11,10,2008,2008,25,1,0
Air Force,,42,33,3,52,24,38,,15nov2008,15,11,2008,2008,-14,0,0
Air Force,,42,33,8,47.5,21,38,,21nov2009,21,11,2009,2009,-17,0,0
Air Force,,42,140,3,50,13,20,,12sep2009,12,9,2009,2009,-7,0,0
Air Force,,42,93,8.5,42.5,16,23,,24oct2009,24,10,2009,2009,-7,0,0
Air Force,,42,96,,65,47,20,,31dec2009,31,12,2009,2009,,,0
Air Force,,42,108,-17,47.5,45,17,,14nov2009,14,11,2009,2009,28,1,0
Air Force,,42,89,-7,44.5,34,16,,31oct2009,31,10,2009,2009,18,1,0
Air Force,,42,63,-16.5,45.5,37,13,,19sep2009,19,9,2009,2009,24,1,0
Air Force,,42,87,-12,45,10,0,,17oct2009,17,10,2009,2009,10,1,0
Air Force,,42,110,10,42.5,17,20,,10oct2009,10,10,2009,2009,-3,0,0
Air Force,,42,132,-17.5,52.5,26,14,,26sep2009,26,9,2009,2009,12,1,0
Air Force,,42,127,-17,37.5,35,7,,07nov2009,7,11,2009,2009,28,1,0
Air Force,,42,Nicholls State,,,72,0,,05sep2009,5,9,2009,2009,72,1,0
Air Force,,42,66,2.5,48,13,16,,03oct2009,3,10,2009,2009,-3,0,0
Akron,0,124,123,,,23,27,"University of Akron (Akron, OH) ",12sep1987,12,9,1987,1987,-4,0,0
Akron,0,124,81,,,26,42,"University of Akron (Akron, OH) ",10oct1987,10,10,1987,1987,-16,0,0
Akron,0,124,56,,39.5,3,23,"University of Akron (Akron, OH) ",24sep1987,24,9,1987,1987,-20,0,0
Akron,0,124,68,,,27,21,"University of Akron (Akron, OH) ",14nov1987,14,11,1987,1987,6,1,0
Akron,0,124,61,,,10,31,"University of Akron (Akron, OH) ",24oct1987,24,10,1987,1987,-21,0,0
Akron,0,124,136,,,17,16,"University of Akron (Akron, OH) ",19sep1987,19,9,1987,1987,1,1,0
Akron,0,124,67,,,19,24,"University of Akron (Akron, OH) ",05sep1987,5,9,1987,1987,-5,0,0
Akron,0,124,68,,,6,7,"University of Akron (Akron, OH) ",03sep1988,3,9,1988,1988,-1,0,0
Akron,0,124,63,,,30,28,"University of Akron (Akron, OH) ",24sep1988,24,9,1988,1988,2,1,0
Akron,0,124,56,,,17,37,"University of Akron (Akron, OH) ",12nov1988,12,11,1988,1988,-20,0,0
Akron,0,124,123,,,12,32,"University of Akron (Akron, OH) ",10sep1988,10,9,1988,1988,-20,0,0
Akron,0,124,74,,,52,7,"University of Akron (Akron, OH) ",05nov1988,5,11,1988,1988,45,1,0
Akron,0,124,141,,,16,27,"University of Akron (Akron, OH) ",17sep1988,17,9,1988,1988,-11,0,0
Akron,0,124,75,,,12,13,"University of Akron (Akron, OH) ",08oct1988,8,10,1988,1988,-1,0,0
Akron,0,124,84,,,0,42,"University of Akron (Akron, OH) ",15oct1988,15,10,1988,1988,-42,0,0
Akron,0,124,45,14.5,,3,29,"University of Akron (Akron, OH) ",02sep1989,2,9,1989,1989,-26,0,0
Akron,0,124,85,-7.5,,38,24,"University of Akron (Akron, OH) ",30sep1989,30,9,1989,1989,14,1,0
Akron,0,124,141,7,,27,26,"University of Akron (Akron, OH) ",16sep1989,16,9,1989,1989,1,1,0
