teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie
North Texas,0,99,38,-4,37,27,0,"University of North Texas (Denton, TX) ",26oct2002,26,10,2002,2002,27,1,0
North Texas,0,99,83,15.5,41,9,14,"University of North Texas (Denton, TX) ",28sep2002,28,9,2002,2002,-5,0,0
North Texas,0,99,51,21.5,,7,33,"University of North Texas (Denton, TX) ",14sep2002,14,9,2002,2002,-26,0,0
North Texas,0,99,137,-17.5,42,41,2,"University of North Texas (Denton, TX) ",02nov2002,2,11,2002,2002,39,1,0
North Texas,0,99,Nicholls State,,,23,0,"University of North Texas (Denton, TX) ",07sep2002,7,9,2002,2002,23,1,0
North Texas,0,99,80,-15,,10,0,"University of North Texas (Denton, TX) ",09nov2002,9,11,2002,2002,10,1,0
North Texas,0,99,131,35,,0,27,"University of North Texas (Denton, TX) ",31aug2002,31,8,2002,2002,-27,0,0
North Texas,0,99,88,-15,,52,14,"University of North Texas (Denton, TX) ",06sep2003,6,9,2003,2003,38,1,0
North Texas,0,99,37,,47.5,17,27,"University of North Texas (Denton, TX) ",16dec2003,16,12,2003,2003,,,0
North Texas,0,99,196,-11,41,21,0,"University of North Texas (Denton, TX) ",30oct2003,30,10,2003,2003,21,1,0
North Texas,0,99,74,-8,52.5,13,10,"University of North Texas (Denton, TX) ",25nov2003,25,11,2003,2003,3,1,0
North Texas,0,99,139,32,,3,37,"University of North Texas (Denton, TX) ",30aug2003,30,8,2003,2003,-34,0,0
North Texas,0,99,137,-17,,28,26,"University of North Texas (Denton, TX) ",08nov2003,8,11,2003,2003,2,1,0
North Texas,0,99,75,-20.5,,58,14,"University of North Texas (Denton, TX) ",15nov2003,15,11,2003,2003,44,1,0
North Texas,0,99,100,-14,46.5,37,27,"University of North Texas (Denton, TX) ",18oct2003,18,10,2003,2003,10,1,0
North Texas,0,99,143,-3.5,50,33,28,"University of North Texas (Denton, TX) ",25oct2003,25,10,2003,2003,5,1,0
North Texas,0,99,42,10,45.5,21,34,"University of North Texas (Denton, TX) ",13sep2003,13,9,2003,2003,-13,0,0
North Texas,0,99,38,-18.5,,44,23,"University of North Texas (Denton, TX) ",27sep2003,27,9,2003,2003,21,1,0
North Texas,0,99,126,21,,7,31,"University of North Texas (Denton, TX) ",20sep2003,20,9,2003,2003,-24,0,0
North Texas,0,99,80,-7.5,46.5,24,14,"University of North Texas (Denton, TX) ",11oct2003,11,10,2003,2003,10,1,0
North Texas,0,99,75,-4.5,52.5,31,7,"University of North Texas (Denton, TX) ",18nov2004,18,11,2004,2004,24,1,0
North Texas,0,99,38,-2.5,56,27,17,"University of North Texas (Denton, TX) ",05nov2004,5,11,2004,2004,10,1,0
North Texas,0,99,137,-7.5,49,45,30,"University of North Texas (Denton, TX) ",30oct2004,30,10,2004,2004,15,1,0
North Texas,0,99,88,-3.5,49,14,37,"University of North Texas (Denton, TX) ",25sep2004,25,9,2004,2004,-23,0,0
North Texas,0,99,143,-3,53,30,21,"University of North Texas (Denton, TX) ",02oct2004,2,10,2004,2004,9,1,0
North Texas,0,99,80,-16.5,56,51,29,"University of North Texas (Denton, TX) ",13nov2004,13,11,2004,2004,22,1,0
North Texas,0,99,131,26.5,,0,65,"University of North Texas (Denton, TX) ",04sep2004,4,9,2004,2004,-65,0,0
North Texas,0,99,58,,53.5,10,31,"University of North Texas (Denton, TX) ",14dec2004,14,12,2004,2004,,,0
North Texas,0,99,Florida Atlantic,-7.5,,13,20,"University of North Texas (Denton, TX) ",11sep2004,11,9,2004,2004,-7,0,0
North Texas,0,99,100,3,52,31,23,"University of North Texas (Denton, TX) ",09oct2004,9,10,2004,2004,8,1,0
North Texas,0,99,90,20,49.5,21,52,"University of North Texas (Denton, TX) ",18sep2004,18,9,2004,2004,-31,0,0
North Texas,0,99,74,-8.5,51.5,36,26,"University of North Texas (Denton, TX) ",23oct2004,23,10,2004,2004,10,1,0
North Texas,0,99,137,4.5,53.5,19,24,"University of North Texas (Denton, TX) ",19nov2005,19,11,2005,2005,-5,0,0
North Texas,0,99,143,8,48.5,14,7,"University of North Texas (Denton, TX) ",10sep2005,10,9,2005,2005,7,1,0
North Texas,0,99,116,43.5,50.5,3,56,"University of North Texas (Denton, TX) ",29oct2005,29,10,2005,2005,-53,0,0
North Texas,0,99,57,20,46,14,40,"University of North Texas (Denton, TX) ",22oct2005,22,10,2005,2005,-26,0,0
North Texas,0,99,38,3.5,46.5,28,31,"University of North Texas (Denton, TX) ",05nov2005,5,11,2005,2005,-3,0,0
North Texas,0,99,75,2,49,24,31,"University of North Texas (Denton, TX) ",26nov2005,26,11,2005,2005,-7,0,0
North Texas,0,99,196,-1.5,47,10,13,"University of North Texas (Denton, TX) ",04oct2005,4,10,2005,2005,-3,0,0
North Texas,0,99,221,4,42.5,23,26,"University of North Texas (Denton, TX) ",12nov2005,12,11,2005,2005,-3,0,0
North Texas,0,99,230,1,53,13,10,"University of North Texas (Denton, TX) ",15oct2005,15,10,2005,2005,3,1,0
North Texas,0,99,130,27.5,50,7,54,"University of North Texas (Denton, TX) ",24sep2005,24,9,2005,2005,-47,0,0
North Texas,0,99,97,-3,49,2,54,"University of North Texas (Denton, TX) ",17sep2005,17,9,2005,2005,-52,0,0
North Texas,0,99,221,-4,36.5,16,17,"University of North Texas (Denton, TX) ",18nov2006,18,11,2006,2006,-1,0,0
North Texas,0,99,131,41,52.5,7,56,"University of North Texas (Denton, TX) ",02sep2006,2,9,2006,2006,-49,0,0
North Texas,0,99,196,10.5,39,6,14,"University of North Texas (Denton, TX) ",28oct2006,28,10,2006,2006,-8,0,0
North Texas,0,99,38,10,44,16,7,"University of North Texas (Denton, TX) ",11nov2006,11,11,2006,2006,9,1,0
North Texas,0,99,57,-2,46,31,34,"University of North Texas (Denton, TX) ",04nov2006,4,11,2006,2006,-3,0,0
North Texas,0,99,124,17,42.5,13,33,"University of North Texas (Denton, TX) ",23sep2006,23,9,2006,2006,-20,0,0
North Texas,0,99,230,-1,41,25,22,"University of North Texas (Denton, TX) ",07oct2006,7,10,2006,2006,3,1,0
North Texas,0,99,75,9,,10,29,"University of North Texas (Denton, TX) ",21oct2006,21,10,2006,2006,-19,0,0
North Texas,0,99,143,-3.5,40.5,0,35,"University of North Texas (Denton, TX) ",30sep2006,30,9,2006,2006,-35,0,0
North Texas,0,99,73,5,40,24,6,"University of North Texas (Denton, TX) ",09sep2006,9,9,2006,2006,18,1,0
North Texas,0,99,137,7,44,3,23,"University of North Texas (Denton, TX) ",25nov2006,25,11,2006,2006,-20,0,0
North Texas,0,99,97,15.5,46.5,3,28,"University of North Texas (Denton, TX) ",16sep2006,16,9,2006,2006,-25,0,0
North Texas,0,99,196,23.5,64.5,7,45,"University of North Texas (Denton, TX) ",20oct2007,20,10,2007,2007,-38,0,0
North Texas,0,99,139,38.5,54,10,79,"University of North Texas (Denton, TX) ",01sep2007,1,9,2007,2007,-69,0,0
North Texas,0,99,75,15.5,68,27,31,"University of North Texas (Denton, TX) ",15nov2007,15,11,2007,2007,-4,0,0
North Texas,0,99,66,15.5,71,62,74,"University of North Texas (Denton, TX) ",10nov2007,10,11,2007,2007,-12,0,0
North Texas,0,99,143,12.5,57,28,48,"University of North Texas (Denton, TX) ",27oct2007,27,10,2007,2007,-20,0,0
North Texas,0,99,189,,,27,26,"University of North Texas (Denton, TX) ",24nov2007,24,11,2007,2007,1,1,0
North Texas,0,99,38,9.5,65,29,38,"University of North Texas (Denton, TX) ",06oct2007,6,10,2007,2007,-9,0,0
North Texas,0,99,221,7,62.5,20,30,"University of North Texas (Denton, TX) ",22sep2007,22,9,2007,2007,-10,0,0
North Texas,0,99,126,35,64.5,7,66,"University of North Texas (Denton, TX) ",29sep2007,29,9,2007,2007,-59,0,0
North Texas,0,99,137,7.5,61,31,21,"University of North Texas (Denton, TX) ",13oct2007,13,10,2007,2007,10,1,0
North Texas,0,99,73,18,49.5,31,45,"University of North Texas (Denton, TX) ",08sep2007,8,9,2007,2007,-14,0,0
North Texas,0,99,230,-2.5,62.5,19,38,"University of North Texas (Denton, TX) ",01dec2007,1,12,2007,2007,-19,0,0
North Texas,0,99,230,5,48,10,42,"University of North Texas (Denton, TX) ",04oct2008,4,10,2008,2008,-32,0,0
North Texas,0,99,98,16,67,20,77,"University of North Texas (Denton, TX) ",27sep2008,27,9,2008,2008,-57,0,0
North Texas,0,99,189,18,55,51,40,"University of North Texas (Denton, TX) ",01nov2008,1,11,2008,2008,11,1,0
North Texas,0,99,137,16,61,23,35,"University of North Texas (Denton, TX) ",18oct2008,18,10,2008,2008,-12,0,0
North Texas,0,99,143,18,60,13,52,"University of North Texas (Denton, TX) ",22nov2008,22,11,2008,2008,-39,0,0
North Texas,0,99,196,24,64,17,44,"University of North Texas (Denton, TX) ",25oct2008,25,10,2008,2008,-27,0,0
North Texas,0,99,97,21.5,66,26,56,"University of North Texas (Denton, TX) ",06sep2008,6,9,2008,2008,-30,0,0
North Texas,0,99,116,42,60,3,41,"University of North Texas (Denton, TX) ",13sep2008,13,9,2008,2008,-38,0,0
North Texas,0,99,38,21,68,30,59,"University of North Texas (Denton, TX) ",11oct2008,11,10,2008,2008,-29,0,0
North Texas,0,99,221,22.5,66,13,46,"University of North Texas (Denton, TX) ",08nov2008,8,11,2008,2008,-33,0,0
North Texas,0,99,130,29.5,65,6,45,"University of North Texas (Denton, TX) ",30aug2008,30,8,2008,2008,-39,0,0
North Texas,0,99,75,20.5,58,28,33,"University of North Texas (Denton, TX) ",29nov2008,29,11,2008,2008,-5,0,0
North Texas,0,99,221,1,61.5,40,44,"University of North Texas (Denton, TX) ",17oct2009,17,10,2009,2009,-4,0,0
North Texas,0,99,38,4.5,53,34,38,"University of North Texas (Denton, TX) ",10oct2009,10,10,2009,2009,-4,0,0
North Texas,0,99,196,20.5,59.5,26,50,"University of North Texas (Denton, TX) ",24oct2009,24,10,2009,2009,-24,0,0
North Texas,0,99,75,7,55.5,26,30,"University of North Texas (Denton, TX) ",28nov2009,28,11,2009,2009,-4,0,0
North Texas,0,99,127,-1,54,13,17,"University of North Texas (Denton, TX) ",21nov2009,21,11,2009,2009,-4,0,0
North Texas,0,99,230,3.5,66.5,28,35,"University of North Texas (Denton, TX) ",14nov2009,14,11,2009,2009,-7,0,0
North Texas,0,99,189,-14,63.5,68,49,"University of North Texas (Denton, TX) ",31oct2009,31,10,2009,2009,19,1,0
North Texas,0,99,86,16,57.5,20,10,"University of North Texas (Denton, TX) ",03sep2009,3,9,2009,2009,10,1,0
North Texas,0,99,117,1.5,51.5,30,31,"University of North Texas (Denton, TX) ",12sep2009,12,9,2009,2009,-1,0,0
North Texas,0,99,137,3,64.5,6,33,"University of North Texas (Denton, TX) ",07nov2009,7,11,2009,2009,-27,0,0
North Texas,0,99,51,37,51,7,53,"University of North Texas (Denton, TX) ",19sep2009,19,9,2009,2009,-46,0,0
North Texas,0,99,143,6,56.5,21,37,"University of North Texas (Denton, TX) ",26sep2009,26,9,2009,2009,-16,0,0
Northern Illinois,0,68,121,,,15,32,"Northern Illinois University (DeKalb, IL) ",26oct1985,26,10,1985,1985,-17,0,0
Northern Illinois,0,68,94,,,16,38,"Northern Illinois University (DeKalb, IL) ",28sep1985,28,9,1985,1985,-22,0,0
Northern Illinois,0,68,141,,,21,30,"Northern Illinois University (DeKalb, IL) ",23nov1985,23,11,1985,1985,-9,0,0
Northern Illinois,0,68,85,,,14,34,"Northern Illinois University (DeKalb, IL) ",02nov1985,2,11,1985,1985,-20,0,0
Northern Illinois,0,68,133,,,20,48,"Northern Illinois University (DeKalb, IL) ",21sep1985,21,9,1985,1985,-28,0,0
Northern Illinois,0,68,117,,,35,7,"Northern Illinois University (DeKalb, IL) ",16nov1985,16,11,1985,1985,28,1,0
Northern Illinois,0,68,86,,,0,29,"Northern Illinois University (DeKalb, IL) ",05oct1985,5,10,1985,1985,-29,0,0
Northern Illinois,0,68,82,,,16,3,"Northern Illinois University (DeKalb, IL) ",19oct1985,19,10,1985,1985,13,1,0
Northern Illinois,0,68,136,,,3,0,"Northern Illinois University (DeKalb, IL) ",09nov1985,9,11,1985,1985,3,1,0
Northern Illinois,0,68,67,,,17,0,"Northern Illinois University (DeKalb, IL) ",07sep1985,7,9,1985,1985,17,1,0
Northern Illinois,0,68,111,,,17,38,"Northern Illinois University (DeKalb, IL) ",14sep1985,14,9,1985,1985,-21,0,0
Northern Illinois,0,68,62,,,14,47,"Northern Illinois University (DeKalb, IL) ",06sep1986,6,9,1986,1986,-33,0,0
Northern Illinois,0,68,82,,,28,29,"Northern Illinois University (DeKalb, IL) ",18oct1986,18,10,1986,1986,-1,0,0
Northern Illinois,0,68,136,,,21,14,"Northern Illinois University (DeKalb, IL) ",08nov1986,8,11,1986,1986,7,1,0
Northern Illinois,0,68,85,,,16,8,"Northern Illinois University (DeKalb, IL) ",01nov1986,1,11,1986,1986,8,1,0
Northern Illinois,0,68,121,,,6,20,"Northern Illinois University (DeKalb, IL) ",25oct1986,25,10,1986,1986,-14,0,0
Northern Illinois,0,68,117,,,26,34,"Northern Illinois University (DeKalb, IL) ",15nov1986,15,11,1986,1986,-8,0,0
Northern Illinois,0,68,70,,,0,34,"Northern Illinois University (DeKalb, IL) ",04oct1986,4,10,1986,1986,-34,0,0
Northern Illinois,0,68,133,,,3,57,"Northern Illinois University (DeKalb, IL) ",20sep1986,20,9,1986,1986,-54,0,0
Northern Illinois,0,68,86,,,10,20,"Northern Illinois University (DeKalb, IL) ",30aug1986,30,8,1986,1986,-10,0,0
Northern Illinois,0,68,111,,,20,35,"Northern Illinois University (DeKalb, IL) ",13sep1986,13,9,1986,1986,-15,0,0
Northern Illinois,0,68,86,,,17,42,"Northern Illinois University (DeKalb, IL) ",31oct1987,31,10,1987,1987,-25,0,0
Northern Illinois,0,68,67,,,34,14,"Northern Illinois University (DeKalb, IL) ",19sep1987,19,9,1987,1987,20,1,0
Northern Illinois,0,68,136,,,31,32,"Northern Illinois University (DeKalb, IL) ",03oct1987,3,10,1987,1987,-1,0,0
Northern Illinois,0,68,94,,,16,16,"Northern Illinois University (DeKalb, IL) ",26sep1987,26,9,1987,1987,0,0,1
Northern Illinois,0,68,82,,,41,5,"Northern Illinois University (DeKalb, IL) ",10oct1987,10,10,1987,1987,36,1,0
Northern Illinois,0,68,108,,,34,31,"Northern Illinois University (DeKalb, IL) ",28nov1987,28,11,1987,1987,3,1,0
Northern Illinois,0,68,124,,,21,27,"Northern Illinois University (DeKalb, IL) ",14nov1987,14,11,1987,1987,-6,0,0
Northern Illinois,0,68,38,,,0,45,"Northern Illinois University (DeKalb, IL) ",15oct1988,15,10,1988,1988,-45,0,0
Northern Illinois,0,68,111,,,19,17,"Northern Illinois University (DeKalb, IL) ",17sep1988,17,9,1988,1988,2,1,0
Northern Illinois,0,68,143,,,14,10,"Northern Illinois University (DeKalb, IL) ",10sep1988,10,9,1988,1988,4,1,0
Northern Illinois,0,68,82,,,20,33,"Northern Illinois University (DeKalb, IL) ",08oct1988,8,10,1988,1988,-13,0,0
Northern Illinois,0,68,86,,,17,18,"Northern Illinois University (DeKalb, IL) ",29oct1988,29,10,1988,1988,-1,0,0
Northern Illinois,0,68,67,,,15,7,"Northern Illinois University (DeKalb, IL) ",12nov1988,12,11,1988,1988,8,1,0
Northern Illinois,0,68,140,,,20,31,"Northern Illinois University (DeKalb, IL) ",24sep1988,24,9,1988,1988,-11,0,0
Northern Illinois,0,68,124,,,7,6,"Northern Illinois University (DeKalb, IL) ",03sep1988,3,9,1988,1988,1,1,0
Northern Illinois,0,68,130,-6,,37,20,"Northern Illinois University (DeKalb, IL) ",23sep1989,23,9,1989,1989,17,1,0
Northern Illinois,0,68,38,8,,23,20,"Northern Illinois University (DeKalb, IL) ",04nov1989,4,11,1989,1989,3,1,0
Northern Illinois,0,68,57,6,,21,42,"Northern Illinois University (DeKalb, IL) ",14oct1989,14,10,1989,1989,-21,0,0
Northern Illinois,0,68,82,-9.5,,39,27,"Northern Illinois University (DeKalb, IL) ",11nov1989,11,11,1989,1989,12,1,0
Northern Illinois,0,68,56,3.5,,20,17,"Northern Illinois University (DeKalb, IL) ",28oct1989,28,10,1989,1989,3,1,0
Northern Illinois,0,68,55,43,,17,48,"Northern Illinois University (DeKalb, IL) ",09sep1989,9,9,1989,1989,-31,0,0
Northern Illinois,0,68,108,0,,42,24,"Northern Illinois University (DeKalb, IL) ",21oct1989,21,10,1989,1989,18,1,0
Northern Illinois,0,68,46,-10,,56,3,"Northern Illinois University (DeKalb, IL) ",18nov1989,18,11,1989,1989,53,1,0
Northern Illinois,0,68,82,-4,,14,23,"Northern Illinois University (DeKalb, IL) ",15sep1990,15,9,1990,1990,-9,0,0
Northern Illinois,0,68,75,-7,,35,0,"Northern Illinois University (DeKalb, IL) ",13oct1990,13,10,1990,1990,35,1,0
Northern Illinois,0,68,124,-5.5,,31,28,"Northern Illinois University (DeKalb, IL) ",03nov1990,3,11,1990,1990,3,1,0
Northern Illinois,0,68,55,29,,14,60,"Northern Illinois University (DeKalb, IL) ",08sep1990,8,9,1990,1990,-46,0,0
Northern Illinois,0,68,130,-5,,42,35,"Northern Illinois University (DeKalb, IL) ",22sep1990,22,9,1990,1990,7,1,0
Northern Illinois,0,68,94,0,51,7,24,"Northern Illinois University (DeKalb, IL) ",29sep1990,29,9,1990,1990,-17,0,0
Northern Illinois,0,68,78,4,,20,24,"Northern Illinois University (DeKalb, IL) ",10nov1990,10,11,1990,1990,-4,0,0
Northern Illinois,0,68,109,14,,73,18,"Northern Illinois University (DeKalb, IL) ",06oct1990,6,10,1990,1990,55,1,0
Northern Illinois,0,68,38,2.5,,20,24,"Northern Illinois University (DeKalb, IL) ",17nov1990,17,11,1990,1990,-4,0,0
Northern Illinois,0,68,130,10,,17,34,"Northern Illinois University (DeKalb, IL) ",21sep1991,21,9,1991,1991,-17,0,0
Northern Illinois,0,68,109,22,,7,55,"Northern Illinois University (DeKalb, IL) ",07sep1991,7,9,1991,1991,-48,0,0
Northern Illinois,0,68,133,41.5,,7,58,"Northern Illinois University (DeKalb, IL) ",28sep1991,28,9,1991,1991,-51,0,0
Northern Illinois,0,68,124,8,,7,17,"Northern Illinois University (DeKalb, IL) ",26oct1991,26,10,1991,1991,-10,0,0
Northern Illinois,0,68,75,-2,,22,21,"Northern Illinois University (DeKalb, IL) ",14sep1991,14,9,1991,1991,1,1,0
Northern Illinois,0,68,38,6,,12,13,"Northern Illinois University (DeKalb, IL) ",02nov1991,2,11,1991,1991,-1,0,0
Northern Illinois,0,68,69,49,,10,41,"Northern Illinois University (DeKalb, IL) ",19oct1991,19,10,1991,1991,-31,0,0
Northern Illinois,0,68,82,9,,21,42,"Northern Illinois University (DeKalb, IL) ",23nov1991,23,11,1991,1991,-21,0,0
Northern Illinois,0,68,57,-6.5,,3,37,"Northern Illinois University (DeKalb, IL) ",05oct1991,5,10,1991,1991,-34,0,0
Northern Illinois,0,68,67,7,,10,22,"Northern Illinois University (DeKalb, IL) ",12oct1991,12,10,1991,1991,-12,0,0
Northern Illinois,0,68,38,-2,,23,15,"Northern Illinois University (DeKalb, IL) ",07nov1992,7,11,1992,1992,8,1,0
Northern Illinois,0,68,127,-2.5,,14,21,"Northern Illinois University (DeKalb, IL) ",14nov1992,14,11,1992,1992,-7,0,0
Northern Illinois,0,68,143,0,,13,21,"Northern Illinois University (DeKalb, IL) ",03oct1992,3,10,1992,1992,-8,0,0
Northern Illinois,0,68,82,0,,8,25,"Northern Illinois University (DeKalb, IL) ",21nov1992,21,11,1992,1992,-17,0,0
Northern Illinois,0,68,75,-7,,31,0,"Northern Illinois University (DeKalb, IL) ",19sep1992,19,9,1992,1992,31,1,0
Northern Illinois,0,68,67,1,,7,13,"Northern Illinois University (DeKalb, IL) ",31oct1992,31,10,1992,1992,-6,0,0
Northern Illinois,0,68,72,29.5,,14,30,"Northern Illinois University (DeKalb, IL) ",05sep1992,5,9,1992,1992,-16,0,0
Northern Illinois,0,68,111,15,,17,18,"Northern Illinois University (DeKalb, IL) ",26sep1992,26,9,1992,1992,-1,0,0
Northern Illinois,0,68,58,6.5,,23,10,"Northern Illinois University (DeKalb, IL) ",10oct1992,10,10,1992,1992,13,1,0
Northern Illinois,0,68,101,9,,10,54,"Northern Illinois University (DeKalb, IL) ",02sep1993,2,9,1993,1993,-44,0,0
Northern Illinois,0,68,74,-2.5,,17,24,"Northern Illinois University (DeKalb, IL) ",09oct1993,9,10,1993,1993,-7,0,0
Northern Illinois,0,68,133,15.5,,20,54,"Northern Illinois University (DeKalb, IL) ",06nov1993,6,11,1993,1993,-34,0,0
Northern Illinois,0,68,75,-14,,23,7,"Northern Illinois University (DeKalb, IL) ",18sep1993,18,9,1993,1993,16,1,0
Northern Illinois,0,68,38,0,,19,33,"Northern Illinois University (DeKalb, IL) ",23oct1993,23,10,1993,1993,-14,0,0
Northern Illinois,0,68,135,0,,46,42,"Northern Illinois University (DeKalb, IL) ",25sep1993,25,9,1993,1993,4,1,0
Northern Illinois,0,68,57,0,,16,17,"Northern Illinois University (DeKalb, IL) ",30oct1993,30,10,1993,1993,-1,0,0
Northern Illinois,0,68,77,22.5,,0,44,"Northern Illinois University (DeKalb, IL) ",13nov1993,13,11,1993,1993,-44,0,0
Northern Illinois,0,68,107,22,,10,28,"Northern Illinois University (DeKalb, IL) ",11sep1993,11,9,1993,1993,-18,0,0
Northern Illinois,0,68,126,21,,27,30,"Northern Illinois University (DeKalb, IL) ",12nov1994,12,11,1994,1994,-3,0,0
Northern Illinois,0,68,72,35,,10,34,"Northern Illinois University (DeKalb, IL) ",17sep1994,17,9,1994,1994,-24,0,0
Northern Illinois,0,68,57,-3.5,,27,17,"Northern Illinois University (DeKalb, IL) ",22oct1994,22,10,1994,1994,10,1,0
Northern Illinois,0,68,74,-3.5,,48,27,"Northern Illinois University (DeKalb, IL) ",08oct1994,8,10,1994,1994,21,1,0
Northern Illinois,0,68,38,16,,9,29,"Northern Illinois University (DeKalb, IL) ",10sep1994,10,9,1994,1994,-20,0,0
Northern Illinois,0,68,75,-4.5,,38,16,"Northern Illinois University (DeKalb, IL) ",05nov1994,5,11,1994,1994,22,1,0
Northern Illinois,0,68,115,17.5,,16,17,"Northern Illinois University (DeKalb, IL) ",29oct1994,29,10,1994,1994,-1,0,0
Northern Illinois,0,68,135,7.5,,31,35,"Northern Illinois University (DeKalb, IL) ",01oct1994,1,10,1994,1994,-4,0,0
Northern Illinois,0,68,53,9,,14,31,"Northern Illinois University (DeKalb, IL) ",01sep1994,1,9,1994,1994,-17,0,0
Northern Illinois,0,68,100,-3,,7,42,"Northern Illinois University (DeKalb, IL) ",14oct1995,14,10,1995,1995,-35,0,0
Northern Illinois,0,68,75,-9,,21,28,"Northern Illinois University (DeKalb, IL) ",11nov1995,11,11,1995,1995,-7,0,0
Northern Illinois,0,68,38,-1,,25,24,"Northern Illinois University (DeKalb, IL) ",23sep1995,23,9,1995,1995,1,1,0
Northern Illinois,0,68,43,-1,,18,17,"Northern Illinois University (DeKalb, IL) ",16sep1995,16,9,1995,1995,1,1,0
Northern Illinois,0,68,69,49,,20,58,"Northern Illinois University (DeKalb, IL) ",04nov1995,4,11,1995,1995,-38,0,0
Northern Illinois,0,68,58,15,,13,45,"Northern Illinois University (DeKalb, IL) ",31aug1995,31,8,1995,1995,-32,0,0
Northern Illinois,0,68,46,11,,19,55,"Northern Illinois University (DeKalb, IL) ",28oct1995,28,10,1995,1995,-36,0,0
Northern Illinois,0,68,130,26,,0,44,"Northern Illinois University (DeKalb, IL) ",30sep1995,30,9,1995,1995,-44,0,0
Northern Illinois,0,68,57,3.5,,14,59,"Northern Illinois University (DeKalb, IL) ",18nov1995,18,11,1995,1995,-45,0,0
Northern Illinois,0,68,61,11,,21,34,"Northern Illinois University (DeKalb, IL) ",09sep1995,9,9,1995,1995,-13,0,0
Northern Illinois,0,68,108,-8.5,,62,14,"Northern Illinois University (DeKalb, IL) ",07oct1995,7,10,1995,1995,48,1,0
Northern Illinois,0,68,59,45.5,,0,49,"Northern Illinois University (DeKalb, IL) ",14sep1996,14,9,1996,1996,-49,0,0
Northern Illinois,0,68,41,-1,,6,37,"Northern Illinois University (DeKalb, IL) ",28sep1996,28,9,1996,1996,-31,0,0
Northern Illinois,0,68,99,-2,,21,24,"Northern Illinois University (DeKalb, IL) ",05oct1996,5,10,1996,1996,-3,0,0
Northern Illinois,0,68,57,14,,14,40,"Northern Illinois University (DeKalb, IL) ",02nov1996,2,11,1996,1996,-26,0,0
Northern Illinois,0,68,38,24,,31,45,"Northern Illinois University (DeKalb, IL) ",09nov1996,9,11,1996,1996,-14,0,0
Northern Illinois,0,68,Western Illinois,,,0,17,"Northern Illinois University (DeKalb, IL) ",07sep1996,7,9,1996,1996,-17,0,0
Northern Illinois,0,68,124,-5,,17,34,"Northern Illinois University (DeKalb, IL) ",26oct1996,26,10,1996,1996,-17,0,0
Northern Illinois,0,68,75,-1,,31,30,"Northern Illinois University (DeKalb, IL) ",21sep1996,21,9,1996,1996,1,1,0
Northern Illinois,0,68,81,21,,28,67,"Northern Illinois University (DeKalb, IL) ",16nov1996,16,11,1996,1996,-39,0,0
Northern Illinois,0,68,60,23.5,,6,30,"Northern Illinois University (DeKalb, IL) ",31aug1996,31,8,1996,1996,-24,0,0
Northern Illinois,0,68,61,28.5,,3,27,"Northern Illinois University (DeKalb, IL) ",19oct1996,19,10,1996,1996,-24,0,0
Northern Illinois,0,68,79,35.5,,14,41,"Northern Illinois University (DeKalb, IL) ",20sep1997,20,9,1997,1997,-27,0,0
Northern Illinois,0,68,67,13,,13,21,"Northern Illinois University (DeKalb, IL) ",13sep1997,13,9,1997,1997,-8,0,0
Northern Illinois,0,68,82,29,,14,41,"Northern Illinois University (DeKalb, IL) ",18oct1997,18,10,1997,1997,-27,0,0
Northern Illinois,0,68,115,22,,7,17,"Northern Illinois University (DeKalb, IL) ",11oct1997,11,10,1997,1997,-10,0,0
Northern Illinois,0,68,117,24,,30,35,"Northern Illinois University (DeKalb, IL) ",01nov1997,1,11,1997,1997,-5,0,0
Northern Illinois,0,68,130,33,,7,47,"Northern Illinois University (DeKalb, IL) ",06sep1997,6,9,1997,1997,-40,0,0
Northern Illinois,0,68,86,9.5,,14,21,"Northern Illinois University (DeKalb, IL) ",25oct1997,25,10,1997,1997,-7,0,0
Northern Illinois,0,68,85,14.5,,10,35,"Northern Illinois University (DeKalb, IL) ",04oct1997,4,10,1997,1997,-25,0,0
Northern Illinois,0,68,136,9.5,,10,38,"Northern Illinois University (DeKalb, IL) ",08nov1997,8,11,1997,1997,-28,0,0
Northern Illinois,0,68,121,32.5,,0,42,"Northern Illinois University (DeKalb, IL) ",15nov1997,15,11,1997,1997,-42,0,0
Northern Illinois,0,68,141,14.5,,10,44,"Northern Illinois University (DeKalb, IL) ",28aug1997,28,8,1997,1997,-34,0,0
Northern Illinois,0,68,136,10,,26,14,"Northern Illinois University (DeKalb, IL) ",24oct1998,24,10,1998,1998,12,1,0
Northern Illinois,0,68,117,17,,12,28,"Northern Illinois University (DeKalb, IL) ",14nov1998,14,11,1998,1998,-16,0,0
Northern Illinois,0,68,86,12.5,,13,18,"Northern Illinois University (DeKalb, IL) ",03oct1998,3,10,1998,1998,-5,0,0
Northern Illinois,0,68,121,16,,10,41,"Northern Illinois University (DeKalb, IL) ",07nov1998,7,11,1998,1998,-31,0,0
Northern Illinois,0,68,67,18,,23,37,"Northern Illinois University (DeKalb, IL) ",03sep1998,3,9,1998,1998,-14,0,0
Northern Illinois,0,68,130,48.5,,7,73,"Northern Illinois University (DeKalb, IL) ",12sep1998,12,9,1998,1998,-66,0,0
